market_name,submarket_name,property_type,property_class,metric_name,metric_value,metric_unit,period,data_source,confidence_level,notes
Atlanta,Virginia Highland,retail,C,rent_per_sf,22.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Downtown,office,A,rent_per_sf,45.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Downtown,office,B,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Downtown,office,C,rent_per_sf,25.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Downtown,retail,A,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Downtown,retail,B,rent_per_sf,28.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Downtown,retail,C,rent_per_sf,22.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Scottsdale,office,A,rent_per_sf,45.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Scottsdale,office,B,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Scottsdale,office,C,rent_per_sf,25.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Scottsdale,retail,A,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Scottsdale,retail,B,rent_per_sf,28.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Scottsdale,retail,C,rent_per_sf,22.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Tempe,office,A,rent_per_sf,45.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Tempe,office,B,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Tempe,office,C,rent_per_sf,25.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Tempe,retail,A,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Tempe,retail,B,rent_per_sf,28.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Tempe,retail,C,rent_per_sf,22.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Old Town Scottsdale,office,A,rent_per_sf,45.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Old Town Scottsdale,office,B,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Old Town Scottsdale,office,C,rent_per_sf,25.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Old Town Scottsdale,retail,A,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Old Town Scottsdale,retail,B,rent_per_sf,28.0,$/SF/year,2024-11-01,Market Data,medium,
Phoenix,Old Town Scottsdale,retail,C,rent_per_sf,22.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,Downtown,office,A,rent_per_sf,45.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,Downtown,office,B,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,Downtown,office,C,rent_per_sf,25.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,Downtown,retail,A,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,Downtown,retail,B,rent_per_sf,28.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,Downtown,retail,C,rent_per_sf,22.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,The Gulch,office,A,rent_per_sf,45.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,The Gulch,office,B,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,The Gulch,office,C,rent_per_sf,25.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,The Gulch,retail,A,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,The Gulch,retail,B,rent_per_sf,28.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,The Gulch,retail,C,rent_per_sf,22.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,East Nashville,office,A,rent_per_sf,45.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,East Nashville,office,B,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,East Nashville,office,C,rent_per_sf,25.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,East Nashville,retail,A,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,East Nashville,retail,B,rent_per_sf,28.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,East Nashville,retail,C,rent_per_sf,22.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,Germantown,office,A,rent_per_sf,45.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,Germantown,office,B,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,Germantown,office,C,rent_per_sf,25.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,Germantown,retail,A,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,Germantown,retail,B,rent_per_sf,28.0,$/SF/year,2024-11-01,Market Data,medium,
Nashville,Germantown,retail,C,rent_per_sf,22.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,Uptown,office,A,rent_per_sf,45.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,Uptown,office,B,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,Uptown,office,C,rent_per_sf,25.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,Uptown,retail,A,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,Uptown,retail,B,rent_per_sf,28.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,Uptown,retail,C,rent_per_sf,22.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,South End,office,A,rent_per_sf,45.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,South End,office,B,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,South End,office,C,rent_per_sf,25.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,South End,retail,A,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,South End,retail,B,rent_per_sf,28.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,South End,retail,C,rent_per_sf,22.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,Plaza Midwood,office,A,rent_per_sf,45.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,Plaza Midwood,office,B,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,Plaza Midwood,office,C,rent_per_sf,25.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,Plaza Midwood,retail,A,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,Plaza Midwood,retail,B,rent_per_sf,28.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,Plaza Midwood,retail,C,rent_per_sf,22.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,Dilworth,office,A,rent_per_sf,45.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,Dilworth,office,B,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,Dilworth,office,C,rent_per_sf,25.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,Dilworth,retail,A,rent_per_sf,35.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,Dilworth,retail,B,rent_per_sf,28.0,$/SF/year,2024-11-01,Market Data,medium,
Charlotte,Dilworth,retail,C,rent_per_sf,22.0,$/SF/year,2024-11-01,Market Data,medium,
NYC,Manhattan,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Manhattan,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Manhattan,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Manhattan,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Manhattan,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Manhattan,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Manhattan,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Manhattan,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Manhattan,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Brooklyn,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Brooklyn,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Brooklyn,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Brooklyn,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Brooklyn,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Brooklyn,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Brooklyn,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Brooklyn,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Brooklyn,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Queens,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Queens,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Queens,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Queens,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Queens,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Queens,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Queens,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Queens,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Queens,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Bronx,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Bronx,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Bronx,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Bronx,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Bronx,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Bronx,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Bronx,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Bronx,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Bronx,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Staten Island,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Staten Island,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Staten Island,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Staten Island,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Staten Island,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Staten Island,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Staten Island,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Staten Island,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
NYC,Staten Island,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Downtown,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Downtown,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Downtown,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Downtown,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Downtown,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Downtown,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Downtown,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Downtown,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Downtown,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Westside,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Westside,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Westside,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Westside,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Westside,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Westside,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Westside,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Westside,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Westside,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Santa Monica,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Santa Monica,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Santa Monica,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Santa Monica,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Santa Monica,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Santa Monica,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Santa Monica,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Santa Monica,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Santa Monica,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Beverly Hills,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Beverly Hills,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Beverly Hills,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Beverly Hills,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Beverly Hills,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Beverly Hills,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Beverly Hills,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Beverly Hills,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Beverly Hills,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Century City,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Century City,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Century City,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Century City,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Century City,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Century City,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Century City,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Century City,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
Los Angeles,Century City,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,SF City,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,SF City,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,SF City,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,SF City,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,SF City,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,SF City,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,SF City,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,SF City,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,SF City,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,SOMA,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,SOMA,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,SOMA,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,SOMA,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,SOMA,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,SOMA,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,SOMA,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,SOMA,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,SOMA,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Financial District,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Financial District,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Financial District,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Financial District,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Financial District,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Financial District,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Financial District,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Financial District,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Financial District,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Mission Bay,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Mission Bay,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Mission Bay,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Mission Bay,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Mission Bay,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Mission Bay,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Mission Bay,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Mission Bay,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Mission Bay,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Potrero Hill,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Potrero Hill,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Potrero Hill,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Potrero Hill,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Potrero Hill,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Potrero Hill,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Potrero Hill,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Potrero Hill,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
San Francisco,Potrero Hill,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Downtown,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Downtown,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Downtown,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Downtown,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Downtown,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Downtown,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Downtown,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Downtown,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Downtown,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Brickell,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Brickell,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Brickell,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Brickell,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Brickell,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Brickell,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Brickell,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Brickell,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Brickell,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Coral Gables,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Coral Gables,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Coral Gables,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Coral Gables,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Coral Gables,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Coral Gables,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Coral Gables,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Coral Gables,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Coral Gables,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Miami Beach,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Miami Beach,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Miami Beach,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Miami Beach,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Miami Beach,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Miami Beach,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Miami Beach,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Miami Beach,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Miami Beach,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Wynwood,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Wynwood,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Wynwood,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Wynwood,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Wynwood,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Wynwood,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Wynwood,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Wynwood,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
Miami,Wynwood,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
Chicago,Downtown,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
Chicago,Downtown,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
Chicago,Downtown,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
Chicago,Downtown,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
Chicago,Downtown,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
Chicago,Downtown,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
Chicago,Downtown,retail,A,stabilized_occupancy,93.0,%,2024-01-01,Industry Benchmark,medium,
Chicago,Downtown,retail,B,stabilized_occupancy,91.0,%,2024-01-01,Industry Benchmark,medium,
Chicago,Downtown,retail,C,stabilized_occupancy,89.0,%,2024-01-01,Industry Benchmark,medium,
Chicago,The Loop,multifamily,A,stabilized_occupancy,95.0,%,2024-01-01,Industry Benchmark,medium,
Chicago,The Loop,multifamily,B,stabilized_occupancy,94.0,%,2024-01-01,Industry Benchmark,medium,
Chicago,The Loop,multifamily,C,stabilized_occupancy,92.0,%,2024-01-01,Industry Benchmark,medium,
Chicago,The Loop,office,A,stabilized_occupancy,90.0,%,2024-01-01,Industry Benchmark,medium,
Chicago,The Loop,office,B,stabilized_occupancy,87.0,%,2024-01-01,Industry Benchmark,medium,
Chicago,The Loop,office,C,stabilized_occupancy,85.0,%,2024-01-01,Industry Benchmark,medium,
